id,bin_0,bin_1,bin_2,bin_3,bin_4,nom_0,nom_1,nom_2,nom_3,nom_4,nom_5,nom_6,nom_7,nom_8,nom_9,ord_0,ord_1,ord_2,ord_3,ord_4,ord_5,day,month,target
17619,1,0,0,T,Y,Red,Triangle,Dog,Russia,Piano,eb69430d6,d88fca3ba,0e9e2ce06,355dfde23,ebce0c015,2,Novice,Freezing,e,Q,CU,1,7,0
17620,1,1,1,F,N,Red,Polygon,Cat,Russia,Bassoon,1305d6e77,cefab1020,bc3632840,06f5ae149,92fd449ed,2,Novice,Boiling Hot,e,S,ps,3,4,0
17621,0,1,1,T,Y,Red,Polygon,Cat,Canada,Theremin,e70a6270d,5cbbea089,e19103252,3532dd238,79fe1c94c,1,Novice,Boiling Hot,k,P,PQ,4,1,0
17622,0,0,0,F,Y,Blue,Polygon,Axolotl,Costa Rica,Oboe,df51b96fc,37868097a,d34f13683,e0734b0c9,c441c4c05,1,Novice,Freezing,e,B,dZ,7,11,0
17623,0,1,1,F,Y,Green,Polygon,Lion,Costa Rica,Oboe,472efea17,214f24d39,7e36feeb9,c75847d5a,67b4698ac,2,Contributor,Freezing,l,W,Bb,3,2,0
17624,0,0,0,F,Y,Red,Trapezoid,Cat,Russia,Theremin,fd04a970f,705cb7579,15c34fdba,f05f0d0b5,bae876fdc,2,Novice,Hot,a,S,Mx,7,3,0
17625,0,0,0,F,Y,Green,Trapezoid,Lion,Russia,Theremin,81264f81f,c75b3104a,68d88988b,3532dd238,ad5eaed76,1,Novice,Freezing,j,A,aM,2,7,0
17626,0,1,0,T,N,Red,Star,Cat,Costa Rica,Piano,4604905e7,788ba7aea,40f84f6de,37e441470,90e14909d,1,Novice,Cold,d,C,Gx,3,10,0
17627,1,0,0,F,N,Green,Star,Dog,Canada,Piano,33adb4760,e4d51bdd5,226e2276b,7b082c8a0,1fa071b0b,1,Grandmaster,Lava Hot,j,S,qo,2,2,0
17628,1,1,0,T,Y,Green,Circle,Hamster,Russia,Oboe,0dee9b39a,a6542cec0,4ca8c6fdb,56650d3cc,e19545794,2,Novice,Cold,a,S,Jc,3,12,0
17629,0,1,1,T,Y,Red,Trapezoid,Snake,China,Bassoon,9bb7ea2da,2546024d1,968004140,79eab8768,077e5a3e6,1,Novice,Cold,g,G,Vf,4,1,0
17630,0,1,0,T,Y,Blue,Trapezoid,Lion,India,Theremin,f7821e391,cf8b12b4e,4fbfe4a84,8657e6376,1daaf5d1b,2,Novice,Cold,f,W,oC,2,7,1
17631,0,1,1,T,N,Blue,Square,Lion,Canada,Oboe,472efea17,8c9d16cc3,7d964ca6f,5a0b5fd52,e77de7512,2,Novice,Hot,j,A,YC,2,10,0
17632,0,0,0,F,Y,Blue,Square,Cat,Russia,Piano,e7d9ca356,42b1cc2fd,cdff51f56,dd3e3a265,dfd160fee,1,Expert,Boiling Hot,b,V,wu,4,9,0
17633,0,0,1,F,Y,Green,Polygon,Hamster,Canada,Piano,a3f640358,df184daf2,abbb92347,8ef446af1,45c818e6f,1,Master,Boiling Hot,l,A,rZ,2,9,0
17634,0,1,1,F,N,Blue,Trapezoid,Lion,Canada,Oboe,e70a6270d,077e720aa,4d396df50,f60eb679f,d8af326ec,1,Grandmaster,Boiling Hot,a,W,ut,7,11,1
17635,1,0,1,T,Y,Green,Trapezoid,Lion,China,Oboe,d372c8993,a19d81efe,e28b7e991,663007ea1,17e739765,1,Novice,Freezing,a,L,UO,1,12,0
17636,0,0,0,T,Y,Red,Trapezoid,Cat,Russia,Oboe,115a252ba,08b282a6c,70363b2e8,06aecce86,cfef6d87a,1,Master,Freezing,k,V,gJ,7,2,0
17637,0,1,0,T,N,Green,Trapezoid,Hamster,Canada,Piano,640e1fdd5,8ed6221ae,2c89fa25b,12128339c,089d44238,1,Grandmaster,Lava Hot,k,H,oC,1,1,1
17638,0,0,1,F,N,Red,Circle,Hamster,Finland,Bassoon,e428c040e,b8cf041db,ced4fd70a,391a6acb7,140493228,2,Novice,Boiling Hot,e,E,nh,3,9,0
17639,0,0,0,F,Y,Blue,Circle,Cat,Canada,Piano,2d61990e2,74e0be86d,63b0bc9d3,c97dae701,691ab9569,1,Contributor,Cold,b,Z,uS,1,1,0
17640,0,0,0,T,Y,Blue,Star,Lion,Finland,Bassoon,2d61990e2,d7fb439cc,b50676891,8d7f0977f,47b20440d,2,Contributor,Boiling Hot,e,V,be,3,7,0
17641,0,0,1,T,N,Blue,Triangle,Cat,Russia,Bassoon,eb69430d6,498b2bdcb,967f2aceb,4e8174c3e,a480fda21,1,Novice,Cold,i,U,lF,2,3,0
17642,1,1,0,T,N,Green,Star,Lion,China,Piano,b97f51ac4,ae49fec17,77567e835,8df3db541,efff39fd9,2,Grandmaster,Warm,j,W,qo,3,12,1
17643,0,0,1,F,Y,Blue,Trapezoid,Lion,China,Oboe,3fef1a765,acf5b10dd,f068c45b3,4b03e3a23,a25e2c4a6,1,Contributor,Cold,a,G,WE,3,1,0
17644,0,0,0,F,Y,Green,Polygon,Dog,India,Theremin,19db35594,705cb7579,0efe70958,9b311dcac,172924208,2,Master,Hot,l,A,PA,1,3,1
17645,0,0,0,T,Y,Blue,Polygon,Snake,Russia,Piano,185ba0a59,e10910468,68edef966,0503fc10d,3e1fd1687,1,Novice,Lava Hot,j,A,dQ,4,3,0
17646,0,1,0,F,Y,Red,Trapezoid,Lion,Russia,Theremin,372f6d6ce,a20513779,4b0c6346b,478dceafe,18da81bec,1,Master,Freezing,g,F,Qh,4,3,0
17647,0,0,0,F,Y,Blue,Square,Lion,Finland,Oboe,0bdf8165a,5f57e7d4f,c79fbc620,4c3e09313,8eeafbc72,1,Expert,Warm,a,K,kC,2,1,0
17648,0,0,1,T,Y,Blue,Square,Lion,Canada,Theremin,b97f51ac4,92f461454,6f86d86b7,7c8dba46f,43a33ce4d,3,Grandmaster,Hot,e,P,mc,1,4,0
17649,0,0,0,F,Y,Green,Trapezoid,Lion,Canada,Bassoon,e70a6270d,67bb6c9d7,969a8b888,d87e62538,8dfcdd041,1,Novice,Cold,d,Q,bJ,2,12,0
17650,0,0,0,F,Y,Red,Star,Snake,Russia,Oboe,30a15b6bd,ddb583aa3,90a1ccdf7,4b2e38807,375dafba0,1,Grandmaster,Cold,c,L,Xi,1,3,0
17651,0,0,0,F,N,Green,Circle,Lion,Canada,Bassoon,a51e7974e,2c4223dbd,3b6dd5612,897e41097,743229f32,1,Contributor,Freezing,a,B,eQ,2,11,0
17652,0,0,1,F,Y,Green,Star,Lion,Russia,Theremin,b8d451029,2a22b315e,600ee60bd,cc8afa79e,9ee16c1da,3,Novice,Freezing,j,Q,UO,1,3,0
17653,0,0,1,T,Y,Green,Circle,Hamster,Canada,Bassoon,2ff007c26,a406a5f12,59de9c26a,6a6755a75,a8d983de8,1,Novice,Boiling Hot,g,K,dZ,3,11,0
17654,0,0,0,F,Y,Blue,Circle,Cat,Costa Rica,Theremin,4845cc770,1869e63b0,2e3adf627,25d6d251f,33f0a51ac,2,Grandmaster,Freezing,g,W,ZR,5,4,0
17655,0,1,0,F,N,Green,Trapezoid,Dog,Finland,Theremin,159a7306f,7d8bc814a,a493a33b1,99c9bebdf,26b62a9e3,3,Expert,Freezing,l,A,aM,4,10,0
17656,0,0,1,F,Y,Blue,Trapezoid,Cat,Canada,Oboe,e1558b071,15ea6e2bb,b6fa7faab,6f561a634,a39d56c78,1,Grandmaster,Freezing,l,S,ps,2,2,0
17657,0,0,0,F,Y,Green,Star,Cat,Finland,Piano,5a94fc1d9,65aae1692,ba9901303,4bb29623e,4231a4ed1,2,Novice,Freezing,d,H,Fo,4,7,0
17658,0,0,0,T,Y,Red,Trapezoid,Snake,Costa Rica,Bassoon,20b10a832,cd225807c,f0c830981,59ea7317d,bceb7ed71,1,Master,Lava Hot,k,R,Ed,1,4,0
17659,1,0,0,F,Y,Green,Square,Lion,Russia,Oboe,84b0081ad,50e49ea04,f68715780,1251aedb1,365061510,1,Novice,Lava Hot,a,L,AP,2,1,0
17660,0,1,0,T,Y,Green,Triangle,Lion,Russia,Piano,9ad6558d1,dee9cf5e9,04a6f404e,8028054b7,ecdd982d4,3,Contributor,Freezing,k,U,Qb,2,4,0
17661,0,0,0,T,N,Red,Star,Lion,China,Theremin,91a20b464,642fcc7be,81fb45795,f0949758d,ca3cc21bf,1,Novice,Lava Hot,h,U,su,2,2,1
17662,0,1,0,T,Y,Blue,Trapezoid,Dog,China,Oboe,77b08badd,fa498a5ae,24e9bf7d4,57bf7b0a5,d0b22cc23,1,Contributor,Freezing,k,U,MC,2,3,0
17663,0,1,0,T,N,Red,Triangle,Hamster,India,Theremin,075ceb58b,50e49ea04,b19f989eb,6ee0c7b3e,5ddf5dd12,2,Novice,Boiling Hot,b,R,Qo,3,9,0
17664,0,1,1,T,Y,Green,Square,Lion,Russia,Oboe,c5725677e,a028c07af,a88395028,2eadd99ab,deb38e612,1,Novice,Lava Hot,k,V,kL,2,11,1
17665,0,1,0,T,N,Blue,Star,Lion,Costa Rica,Piano,d9becff68,a406a5f12,f9d8e6fbc,c389000ab,c8665a2f1,1,Novice,Boiling Hot,h,T,TZ,3,9,0
17666,1,1,0,F,N,Red,Square,Axolotl,Finland,Oboe,0ef5c1879,b9f08dc06,e2d4e02e1,f43b97d8b,0ea1c6e92,1,Novice,Freezing,b,K,od,3,1,0
17667,0,0,1,T,Y,Red,Trapezoid,Cat,Russia,Bassoon,3263bdce5,3e44d44eb,f4ae29b7d,e43f2e990,7fdc992ce,1,Novice,Warm,f,L,qo,7,1,1
17668,0,0,0,T,Y,Green,Square,Cat,China,Bassoon,30a15b6bd,ed8157b96,67010221f,16ebbbb31,59b1d1b02,1,Novice,Hot,a,E,eQ,3,9,0
17669,0,0,0,F,Y,Green,Trapezoid,Axolotl,Finland,Piano,30a15b6bd,7f3c463a8,8c4ce64a1,65bc4aedd,3085b1d40,1,Expert,Freezing,a,J,Zq,4,7,0
17670,0,0,0,T,Y,Green,Trapezoid,Lion,India,Bassoon,077fd9465,8bd314488,fda0c1499,9c24b321d,530d465bb,3,Grandmaster,Lava Hot,j,U,dP,3,8,0
17671,0,0,1,T,Y,Blue,Circle,Lion,Russia,Oboe,bd40c81f3,f134870d4,2e3adf627,a45a197b6,a6219e964,3,Grandmaster,Cold,c,R,hp,2,12,0
17672,0,0,0,F,Y,Red,Star,Dog,Russia,Oboe,c2843dc45,1869e63b0,1a5ba32f1,c9370520b,b0094fa71,1,Grandmaster,Lava Hot,k,V,dN,1,8,0
17673,0,0,1,T,Y,Blue,Star,Lion,China,Piano,baab29d3d,e10910468,f68715780,b05a3f627,8e0e13570,1,Novice,Freezing,l,R,jV,7,8,0
17674,0,0,0,T,Y,Green,Trapezoid,Hamster,Canada,Piano,6c90f81cd,16dfb662a,7c097f770,78c6b892c,087e91efc,1,Grandmaster,Boiling Hot,g,B,GD,1,1,0
17675,1,0,1,T,Y,Green,Triangle,Lion,Costa Rica,Oboe,b7bb45938,dd1dbed78,5a109570a,c26d962e8,c1899b915,3,Expert,Cold,g,U,Bd,7,9,0
17676,1,0,0,T,Y,Red,Trapezoid,Axolotl,Russia,Oboe,2e7f4d636,25d3a1087,63ac5ddef,ad9ef63f8,63e0ea77c,1,Novice,Freezing,h,Z,Zq,4,1,0
17677,1,0,0,F,Y,Green,Trapezoid,Cat,Finland,Theremin,f2a6d797b,907d87214,920b9ec8b,934184f74,5ebde9dc9,1,Contributor,Boiling Hot,e,K,sV,3,9,0
17678,0,0,0,T,Y,Blue,Trapezoid,Lion,Finland,Oboe,30a15b6bd,b48077cc4,7c71e775e,53bc2d0cd,44442f13c,1,Master,Lava Hot,k,J,Zq,6,5,0
17679,0,1,0,T,Y,Blue,Square,Axolotl,Russia,Bassoon,df51b96fc,9a20c66da,68d88988b,2c15d0173,e8c844327,1,Master,Lava Hot,b,S,sD,2,4,0
17680,0,0,0,F,Y,Blue,Circle,Hamster,Russia,Piano,ddac78300,3ac1b8814,185418d90,5e66d0561,dac16eb65,3,Contributor,Cold,l,H,BE,7,12,0
17681,0,0,0,T,N,Blue,Triangle,Dog,Russia,Piano,06eeaf0aa,eeda68203,f53ce6da5,f0eb17acf,2559acac4,1,Novice,Freezing,j,F,Uk,3,2,0
17682,0,0,0,T,Y,Green,Star,Lion,China,Theremin,05950689f,6ea52a806,95bcba86f,02d46a6a3,a6d30be54,3,Contributor,Boiling Hot,k,H,dQ,4,11,1
17683,1,0,0,T,Y,Green,Trapezoid,Snake,Finland,Bassoon,50f116bcf,34256b89f,594f7042d,9bcbcfe73,2dd4f7fc8,1,Grandmaster,Freezing,i,S,PZ,1,9,0
17684,1,1,1,T,Y,Blue,Triangle,Axolotl,Canada,Bassoon,dd500b26a,4daee3baf,4ad6364f1,07194a5d9,15f30bae3,1,Grandmaster,Lava Hot,g,R,ac,1,2,0
17685,0,0,0,T,Y,Blue,Square,Dog,Canada,Piano,5b1a9f841,854f72f28,e44a8642a,ba851e117,8af0ca2b0,3,Grandmaster,Lava Hot,b,W,XI,1,1,1
17686,0,0,1,F,Y,Red,Star,Lion,Russia,Oboe,e0efe9d20,c9a951efa,c01dd4885,de9c9f684,55ccbcda1,2,Grandmaster,Cold,i,X,JX,1,12,0
17687,0,0,0,F,N,Red,Star,Snake,China,Theremin,552e3fdc9,e10910468,82598a462,6e56056b6,540e93431,1,Master,Lava Hot,c,F,lx,5,9,0
17688,0,0,0,T,Y,Blue,Square,Snake,Russia,Oboe,baab29d3d,4fa3092a4,ffa3210ac,878c58f3b,6dfd57187,1,Grandmaster,Boiling Hot,g,Z,zU,4,12,1
17689,0,0,1,T,Y,Green,Square,Lion,Russia,Oboe,d9becff68,77ab97a87,9d8f82dba,01b9086f7,0f9c0a5cc,1,Grandmaster,Boiling Hot,l,O,GJ,4,4,0
17690,0,1,1,T,Y,Red,Star,Snake,China,Oboe,05950689f,9b1c3c8b7,edc7ffe95,7656f99ff,1be4a6a69,3,Contributor,Lava Hot,f,S,od,2,1,0
17691,0,0,0,F,Y,Blue,Square,Axolotl,China,Bassoon,c0534106d,a406a5f12,eb28ddf49,fc8a592bb,6ca90f9a2,1,Expert,Hot,g,G,Vf,1,10,0
17692,1,1,0,T,N,Green,Trapezoid,Axolotl,Costa Rica,Oboe,c0534106d,418e9e936,8275c0030,7274a5560,3824e084d,1,Novice,Lava Hot,o,I,dZ,1,9,1
17693,0,0,1,F,N,Blue,Triangle,Lion,Canada,Oboe,2979f0d45,7dd3f58e9,4a7761d5f,1440a7319,d02fe1257,1,Contributor,Lava Hot,j,X,nh,2,8,0
17694,0,0,0,F,N,Blue,Square,Cat,India,Bassoon,0b3bec656,339c0fa05,ff5db7584,7d97eba78,cf406822a,2,Novice,Freezing,h,L,Nk,2,2,0
17695,0,0,1,F,N,Green,Square,Axolotl,Russia,Piano,1f1702d2f,29b650229,5fee1e1d2,9b37c72c4,af313bcbd,2,Novice,Cold,a,V,Bb,7,5,0
17696,0,0,1,F,Y,Blue,Trapezoid,Lion,Russia,Oboe,e5b29c42b,97b6a3518,ac35c8d4b,17d59b19a,3f4c9a599,1,Novice,Freezing,i,V,dO,3,9,1
17697,0,1,1,F,Y,Blue,Square,Axolotl,Russia,Bassoon,20b10a832,66e2654cb,ba636104c,174a4adbe,8e00c9e95,1,Novice,Lava Hot,h,A,Vx,2,7,0
17698,0,0,0,T,Y,Blue,Circle,Snake,Canada,Oboe,6fec43dd8,d9e884466,202a9d22a,c46c6451c,423801297,1,Novice,Lava Hot,a,I,ri,7,1,0
17699,0,0,0,T,Y,Green,Polygon,Snake,China,Piano,eb69430d6,fc791ebea,1361751be,5ea193ffb,8651800fa,1,Master,Boiling Hot,e,H,Xi,2,11,0
17700,0,0,1,T,Y,Red,Star,Snake,Canada,Oboe,8dcf8adfb,fc88d723d,944df579c,678bfb662,7bcf44282,1,Master,Freezing,l,R,ri,3,10,0
17701,0,0,1,T,N,Blue,Trapezoid,Lion,Russia,Oboe,488406659,0958071b5,2092f3420,82b475f6b,7ce6247e6,1,Novice,Boiling Hot,f,Q,ps,3,12,1
17702,0,0,0,F,N,Green,Square,Lion,Finland,Piano,7ee26092e,cad70d692,eb28ddf49,e6e22d99b,ef4253b82,2,Novice,Cold,j,Q,BE,4,9,0
17703,0,0,0,T,Y,Green,Polygon,Hamster,Costa Rica,Oboe,bdb9fef4a,76ef650e6,59fe57a1b,e32fd31bc,e63c4866c,1,Novice,Boiling Hot,c,J,mc,1,9,1
17704,0,0,0,F,Y,Blue,Circle,Lion,Russia,Oboe,a3f640358,c135cdf77,a84a7c934,4a41ca5ac,8c36a8679,3,Novice,Freezing,l,G,Wv,1,2,0
17705,1,0,0,F,Y,Red,Square,Lion,Russia,Bassoon,df51b96fc,f0c4b23ef,3b7dd14fd,0cea32104,2850297d8,1,Expert,Cold,l,P,Zq,7,9,0
17706,0,0,0,T,Y,Red,Triangle,Cat,China,Oboe,2d61990e2,20636817e,e4f712b17,158a32205,0f3f023ca,2,Novice,Lava Hot,a,Z,MO,2,7,0
17707,0,0,0,T,Y,Green,Square,Lion,Finland,Oboe,740fb99a9,4b967eac4,b042166d5,b876871ee,80f1411c8,3,Novice,Freezing,b,L,iT,4,10,0
17708,0,1,1,F,Y,Red,Square,Lion,Finland,Oboe,472efea17,28645754b,90b02da35,57f7ced2c,fe6a554af,1,Novice,Freezing,g,J,Bb,2,2,0
17709,0,0,0,T,N,Green,Star,Cat,China,Theremin,4e1b529f6,0302f1ffc,e5ff2a65e,e27ed45e9,6e9346b0e,1,Novice,Freezing,i,L,od,3,3,0
17710,0,1,0,F,Y,Blue,Trapezoid,Lion,China,Oboe,7ee26092e,50d7ad46a,43dd0371c,eb9a2b2d7,78a8e2262,1,Novice,Boiling Hot,g,I,sn,1,2,0
17711,0,0,0,T,Y,Blue,Polygon,Lion,China,Bassoon,72f8028dc,e7a7bf2e1,90615d10f,8ca5c3d68,02be599f4,1,Novice,Lava Hot,j,Y,hT,5,11,0
17712,0,0,0,F,Y,Red,Star,Cat,Russia,Bassoon,479fd7aea,5194690a0,c2759379b,54f40f107,49936e962,1,Novice,Boiling Hot,i,I,CM,2,10,0
17713,0,1,1,F,Y,Blue,Polygon,Lion,Finland,Piano,ddac78300,c9a951efa,0f2c0307f,aeaaf2bfe,cc6dd400a,1,Novice,Cold,l,I,dQ,4,1,0
17714,0,1,0,F,Y,Green,Star,Cat,Russia,Bassoon,b97f51ac4,29e27ff9d,c4455f4a8,e37c55b57,4d2e9b690,3,Novice,Boiling Hot,k,Z,Mf,3,7,0
17715,0,0,0,F,N,Red,Square,Lion,Russia,Bassoon,a3f640358,b69c236cb,6f86d86b7,3cec7c3f5,3ab6699bc,1,Master,Freezing,g,R,iT,2,1,1
17716,0,0,0,F,Y,Green,Star,Cat,Costa Rica,Bassoon,4e28ceffa,5194690a0,eb50b1f32,d051d0fc8,ce73afd60,1,Expert,Hot,g,L,sD,3,4,0
17717,1,0,1,T,Y,Green,Square,Lion,Russia,Oboe,81f9d3312,a406a5f12,386662e4a,899ab2d86,3f52b2470,1,Contributor,Warm,f,Z,uJ,2,1,1
17718,0,0,1,F,Y,Blue,Triangle,Lion,Russia,Oboe,e428c040e,12d88c9c3,8ca39b82b,69fd1ead9,6fa4e2756,1,Novice,Boiling Hot,g,R,Qh,4,2,0
17719,1,0,0,T,N,Blue,Circle,Axolotl,Costa Rica,Piano,0de4acd31,42b1cc2fd,66418d6ec,02575b3b3,6c25b3bbe,1,Novice,Freezing,f,H,CU,7,4,0
17720,0,1,0,F,Y,Blue,Square,Snake,Russia,Oboe,a3f640358,9e0a099c7,4609df5db,1e9e6552b,c15b9aff6,1,Novice,Boiling Hot,l,Z,eQ,4,2,1
17721,0,0,0,F,N,Blue,Star,Cat,China,Oboe,50f116bcf,527a42dc2,c9c278e4c,558203f08,8022f9312,3,Grandmaster,Hot,i,T,Vf,1,4,1
17722,0,0,1,F,Y,Blue,Trapezoid,Lion,Finland,Theremin,a5c276589,5194690a0,f6ce51725,b85e951f2,37d24e651,1,Contributor,Hot,d,Z,Bn,1,12,0
17723,0,0,0,F,Y,Blue,Trapezoid,Lion,India,Piano,2979f0d45,a19d81efe,e19103252,cdf4381f3,f15b4db73,3,Novice,Freezing,l,P,PQ,2,3,0
17724,0,0,0,T,Y,Blue,Star,Dog,Russia,Piano,2cadfed8e,e78ce8c35,47d9c2688,c239a5ba7,1814f6020,1,Novice,Lava Hot,i,O,iT,3,9,0
17725,0,0,1,T,N,Green,Trapezoid,Hamster,Russia,Theremin,df51b96fc,c9eedfbc2,24e9bf7d4,eb2dc547b,7c3612adf,1,Novice,Cold,l,R,wu,2,2,1
17726,0,0,0,F,N,Red,Trapezoid,Snake,Canada,Oboe,924346656,1869e63b0,37d630065,3c01da44a,d887638e0,1,Master,Freezing,a,L,Qh,1,5,0
17727,0,0,0,T,Y,Red,Trapezoid,Axolotl,India,Piano,200009fc3,e7073f6a2,1c20a27b8,5a3ec6aff,bad44964c,3,Grandmaster,Hot,l,V,QM,2,3,1
17728,0,1,0,F,Y,Red,Polygon,Cat,Finland,Bassoon,778fdbe56,9b1c3c8b7,3e7c8c60e,cfe0e3d59,d06d13d49,3,Novice,Lava Hot,k,D,nh,7,2,0
17729,0,0,0,T,N,Red,Star,Hamster,India,Piano,159a7306f,f0c4b23ef,12e6161c9,b8d4be70f,e9e3aa598,1,Grandmaster,Freezing,h,F,XI,7,2,0
17730,0,1,1,T,Y,Blue,Polygon,Dog,Russia,Oboe,9bb7ea2da,d88fca3ba,27e8d4511,6f08eb834,74aff2dde,1,Novice,Cold,o,I,MV,1,10,1
17731,0,0,1,F,Y,Red,Trapezoid,Cat,Russia,Piano,76be0b8b1,fe77c71bd,1c619215d,26a23df3e,fc0d42d7f,1,Novice,Warm,l,S,sV,3,6,0
17732,0,0,0,T,N,Red,Square,Axolotl,Canada,Bassoon,740fb99a9,36df19a6e,abbb92347,9531f3760,4a19bf303,2,Novice,Boiling Hot,a,S,uy,1,9,0
17733,0,0,0,T,N,Red,Trapezoid,Lion,Russia,Bassoon,de04b8750,39981f199,bc3632840,fc1e6675f,07cb0e793,1,Grandmaster,Freezing,i,J,ke,1,7,1
17734,0,0,1,F,N,Blue,Circle,Dog,China,Oboe,79923828f,37868097a,18b5db61b,7b3d59ea8,268ca1645,2,Grandmaster,Freezing,g,V,Zq,2,1,0
17735,0,0,0,T,N,Green,Circle,Lion,Finland,Bassoon,88707c9ab,6ea52a806,e8dad647e,ba9467f18,3ebd0a385,1,Novice,Boiling Hot,l,U,PQ,5,2,0
17736,0,0,0,T,Y,Blue,Star,Hamster,China,Bassoon,f0c1ceee4,1fe17a1fd,c44e2e27f,219a8ad5a,a9df6c498,1,Novice,Lava Hot,l,Z,yY,3,10,0
17737,0,0,0,T,N,Green,Trapezoid,Dog,Russia,Bassoon,19db35594,882ce2ad7,f7088f803,47938793d,84735dafa,2,Grandmaster,Hot,l,O,TZ,2,10,0
17738,0,0,1,T,Y,Red,Trapezoid,Axolotl,Russia,Bassoon,640e1fdd5,b1c48d202,ff5b35098,ce84bfa6a,058e89912,3,Novice,Warm,l,H,eQ,5,1,0
17739,0,1,0,F,Y,Green,Polygon,Axolotl,India,Piano,6c90f81cd,0b23e3352,7df20ed82,6508cf2a5,4d89d1a16,2,Grandmaster,Hot,k,L,YC,2,1,0
17740,0,0,1,T,Y,Red,Square,Cat,India,Oboe,2e7f4d636,95572215a,a0be4f3da,078133e43,5946f979c,1,Contributor,Freezing,a,I,kC,3,4,0
17741,0,1,1,T,Y,Blue,Trapezoid,Axolotl,Russia,Piano,2e7f4d636,24a1bea30,73cc0c412,f93f7e202,541ec5d65,1,Master,Freezing,k,Y,CZ,3,11,0
17742,0,1,0,F,Y,Blue,Trapezoid,Snake,Russia,Bassoon,85159d577,aed51f2c9,008f05158,0505079cc,a229e06b4,2,Novice,Hot,j,S,Mf,1,9,0
17743,0,0,0,T,N,Blue,Trapezoid,Dog,Canada,Oboe,a93b89fc9,f497b97d7,be90beeea,05b3ebf52,5f4b81fce,1,Novice,Lava Hot,b,P,PA,1,11,0
17744,0,0,0,F,Y,Blue,Polygon,Lion,Finland,Piano,b3b4d25d0,1869e63b0,59886fdb2,ebd3cc4cb,5ea4604af,2,Grandmaster,Boiling Hot,o,K,gJ,5,7,1
17745,0,1,0,F,Y,Blue,Circle,Dog,Costa Rica,Theremin,30a530eab,36282e811,b05853f24,eff80ac44,aea353342,1,Novice,Boiling Hot,j,J,Ob,4,11,0
17746,0,0,1,T,N,Green,Star,Cat,Canada,Theremin,e52fbf1c8,1ab5e5ad6,f92e1c054,ca4d3a2d0,51991dcc7,1,Master,Warm,l,L,ps,1,8,1
17747,1,0,0,T,N,Green,Circle,Snake,Costa Rica,Oboe,5d18641ff,1fe17a1fd,12d5f6772,061a69204,cba43e907,2,Novice,Freezing,f,F,nh,3,4,0
17748,0,0,1,T,N,Red,Trapezoid,Snake,Russia,Theremin,8dcf8adfb,f497b97d7,c399f2457,99b33644d,dd94baed7,1,Expert,Freezing,n,V,tP,1,11,1
17749,0,0,0,F,Y,Blue,Trapezoid,Lion,China,Oboe,df51b96fc,9d6fa150a,91c26901a,710fbc590,000c15b20,1,Novice,Cold,b,L,Bd,3,3,0
17750,0,0,1,F,Y,Green,Trapezoid,Lion,Russia,Piano,f50eb07ae,b8cf041db,532fc2d2e,950a1d8c0,efa8954f7,1,Novice,Freezing,e,F,aO,1,1,0
17751,0,0,1,T,Y,Blue,Square,Axolotl,Russia,Oboe,077fd9465,9448b8e3b,8b3344cb5,e40e75916,6a1215d2b,3,Expert,Freezing,h,B,lx,2,2,0
17752,0,0,0,F,N,Green,Triangle,Dog,Finland,Oboe,0ef5c1879,06835761e,68943cad3,7970b8a44,8f17e29ef,1,Contributor,Freezing,i,G,Uu,2,10,0
17753,0,0,1,T,Y,Green,Trapezoid,Lion,Russia,Oboe,da60580a8,527a42dc2,86a8e4ca0,05a31d528,9aeb09ed9,1,Grandmaster,Boiling Hot,c,E,dQ,1,1,1
17754,0,0,0,T,Y,Red,Star,Hamster,Canada,Bassoon,416a8f3ab,1869e63b0,a0be4f3da,407222a23,dadc8e275,1,Contributor,Boiling Hot,a,J,CU,1,1,0
17755,0,0,0,T,Y,Red,Square,Hamster,Costa Rica,Theremin,defc6dd20,7322ea1c9,fa5ca239e,d40e0503f,2efc0ce6e,3,Grandmaster,Freezing,g,Q,Bd,4,2,1
17756,0,0,0,F,Y,Red,Square,Cat,Finland,Bassoon,200009fc3,32b4b12b1,db47ba6d3,3d55ec04a,95840d756,1,Expert,Freezing,l,J,cA,3,2,0
17757,0,0,0,F,N,Green,Trapezoid,Snake,Russia,Oboe,7da3e4aec,5c4ee13e3,81d9a641a,62a7a5998,644d0161c,1,Novice,Hot,l,P,kW,3,8,1
17758,0,0,1,T,Y,Green,Star,Lion,Russia,Oboe,35f65a9bf,e3396fbd5,8ed1c6155,e689178b4,f581a622c,3,Grandmaster,Freezing,g,U,Sc,4,3,0
17759,0,0,1,T,N,Green,Square,Cat,Russia,Bassoon,0b3bec656,4cb66e369,60f4e2593,0fa761198,db670d1cb,1,Contributor,Warm,g,A,Zq,2,12,0
17760,1,0,1,F,Y,Blue,Polygon,Lion,Canada,Oboe,e0efe9d20,80b2270f0,e137ece0a,e8f1201dc,af3c39440,1,Expert,Boiling Hot,f,G,Dc,5,3,0
17761,0,0,0,F,Y,Green,Trapezoid,Lion,Canada,Oboe,908a1b9c9,116d9fcd9,52c1a7d76,6196dcb02,03fa7cc7e,1,Grandmaster,Boiling Hot,d,J,bJ,3,7,1
17762,0,0,0,T,N,Red,Circle,Snake,Canada,Oboe,e5b29c42b,d70a70804,ac36811a4,6055c51de,1cd20136d,1,Novice,Lava Hot,d,S,ri,4,4,0
